imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category,indoor
sun_brbugkedmeaypqoc,oast_house,"['Roof', 'Building', 'Housing', 'Neighborhood', 'Urban']","[97.52237701416016, 90.77964782714844, 90.77964782714844, 73.90133666992188, 73.90133666992188]","['building', 'sky', 'outdoor', 'oast', 'house']","[0.9985591173171997, 0.9966561198234558, 0.9875970482826233, 0.9872575402259827, 0.8802139759063721]","['no person', 'outdoors', 'sky', 'architecture', 'travel']","[0.9880421161651611, 0.9783077239990234, 0.9701446294784546, 0.9607521295547485, 0.9572529792785645]","['Property', 'Roof', 'House', 'Home', 'Building']","[0.95476806, 0.87489676, 0.8462418, 0.82299715, 0.8015408]","['oast (kinl)', 'kiln', 'furnace', 'enclosure', 'oast house']","[0.951, 0.951, 0.951, 0.951, 0.818]",oast_house,False
sun_buubacngjezmugam,oast_house,"['Building', 'Housing', 'Cottage', 'House', 'Mansion']","[99.98117065429688, 99.98117065429688, 99.98117065429688, 99.98117065429688, 94.69542694091797]","['tree', 'grass', 'outdoor', 'sky', 'plant']","[0.9999905824661255, 0.9998887777328491, 0.9997234344482422, 0.9945863485336304, 0.849480390548706]","['no person', 'house', 'building', 'architecture', 'grass']","[0.9901649355888367, 0.9859464168548584, 0.9696732759475708, 0.9688739776611328, 0.9632413387298584]","['Property', 'House', 'Home', 'Cottage', 'Estate']","[0.9619312, 0.94232106, 0.9100684, 0.9031405, 0.87022465]","['oast (kinl)', 'kiln', 'furnace', 'enclosure', 'oast house']","[0.949, 0.949, 0.949, 0.949, 0.823]",oast_house,False
sun_bpeqlbtjccisejog,oast_house,"['Building', 'Housing', 'House', 'Mansion', 'Cottage']","[99.89068603515625, 99.89068603515625, 99.7990493774414, 99.7990493774414, 99.77337646484375]","['grass', 'tree', 'outdoor', 'house', 'building']","[0.999904990196228, 0.9997348785400391, 0.9982495903968811, 0.9691849946975708, 0.9335402250289917]","['house', 'outdoors', 'architecture', 'building', 'lawn']","[0.9942358732223511, 0.981164276599884, 0.9776935577392578, 0.9652831554412842, 0.9638524055480957]","['Property', 'House', 'Home', 'Cottage', 'Building']","[0.98257995, 0.96167344, 0.94409275, 0.902267, 0.90188414]","['oast house', 'building', 'oast (kinl)', 'kiln', 'furnace']","[0.92, 0.921, 0.566, 0.566, 0.566]",oast_house,False
sun_bxtuvfzuqflccege,oast_house,"['House', 'Housing', 'Building', 'Cottage', 'Villa']","[99.78629302978516, 99.78629302978516, 99.78629302978516, 99.78629302978516, 98.21192932128906]","['tree', 'outdoor', 'house', 'building', 'garden']","[0.9975961446762085, 0.9912942051887512, 0.9703130722045898, 0.9647907018661499, 0.8654870986938477]","['house', 'architecture', 'roof', 'building', 'bungalow']","[0.9944566488265991, 0.9828169345855713, 0.9752254486083984, 0.9742367267608643, 0.9677119255065918]","['Property', 'Cottage', 'House', 'Building', 'Farmhouse']","[0.9806916, 0.9450276, 0.9287248, 0.88817066, 0.8302246]","['oast (kinl)', 'kiln', 'furnace', 'enclosure', 'oast house']","[0.912, 0.912, 0.912, 0.912, 0.886]",oast_house,False
sun_agomkiefacergwqs,landfill,"['Pollution', 'Building', 'Trash', 'Demolition', 'Urban']","[99.6132583618164, 89.84217834472656, 82.89187622070312, 67.10355377197266, 59.21628189086914]","['outdoor', 'rock', 'grass', 'rocky', 'pile']","[0.9961656332015991, 0.9909601211547852, 0.9611417651176453, 0.8709191083908081, 0.7743804454803467]","['garbage', 'waste', 'pollution', 'recycling', 'trash']","[0.9980514049530029, 0.9973897933959961, 0.9885573387145996, 0.9836986660957336, 0.9775105714797974]","['Waste', 'Pigeons and doves', 'Bird', 'Pollution']","[0.84541553, 0.6118735, 0.57873255, 0.560411]","['landfill', 'nature', 'Garbage', 'garbage heap', 'gray color']","[0.742, 0.742, 0.719, 0.56, 0.967]",landfill,False
sun_abdtuwbguozqwtaf,landfill,"['Pollution', 'Trash', 'Tractor', 'Vehicle', 'Transportation']","[98.32221984863281, 92.94342803955078, 81.4729995727539, 81.4729995727539, 81.4729995727539]","['outdoor', 'sky', 'beach']","[0.9884305000305176, 0.9812071919441223, 0.5341088175773621]","['garbage', 'waste', 'pollution', 'people', 'landfill']","[0.9947115182876587, 0.9926324486732483, 0.9690631628036499, 0.9567497372627258, 0.956104040145874]","['Waste', 'Scrap', 'Litter', 'Pollution']","[0.972665, 0.72438246, 0.5886239, 0.5384544]","['landfill', 'nature', 'Garbage', 'sanitary landfill', 'reddish brown color']","[0.924, 0.96, 0.758, 0.5, 0.728]",landfill,False
sun_aalozjiohejxzfbx,landfill,"['Trash', 'Pollution', 'Plastic']","[94.33672332763672, 92.68399047851562, 63.63487243652344]","['outdoor', 'bird', 'flock', 'beach', 'many']","[0.9946528673171997, 0.9708791971206665, 0.9282262325286865, 0.792685866355896, 0.7017174959182739]","['garbage', 'waste', 'landfill', 'trash', 'recycling']","[0.99989914894104, 0.999171257019043, 0.9988272190093994, 0.9973013401031494, 0.9964558482170105]","['Waste', 'Pollution', 'Litter', 'Animal migration', 'Plastic']","[0.9840838, 0.8403316, 0.8145667, 0.5522872, 0.5311163]","['Garbage', 'landfill', 'nature', 'steel blue color', 'blue color']","[0.969, 0.563, 0.563, 0.881, 0.811]",landfill,False
sun_axhkigrwnlrwbnbj,landfill,"['Pollution', 'Urban', 'Trash', 'Vehicle', 'Transportation']","[99.83413696289062, 91.74944305419922, 86.72917938232422, 79.38397979736328, 79.38397979736328]","['outdoor', 'bird', 'flock']","[0.9676069021224976, 0.9337842464447021, 0.8375122547149658]","['garbage', 'landfill', 'pollution', 'waste', 'trash']","[0.9985780119895935, 0.9940074682235718, 0.9829925894737244, 0.982008695602417, 0.9620838165283203]","['Waste', 'Flock', 'Pollution', 'Vehicle', 'Bird']","[0.9214616, 0.61008483, 0.58709663, 0.5631024, 0.5284347]","['landfill', 'nature', 'Garbage']","[0.95, 0.95, 0.812]",landfill,False
sun_aceaihcypdajomyx,landfill,"['Vehicle', 'Transportation', 'Tractor', 'Bulldozer', 'Pollution']","[96.33552551269531, 96.33552551269531, 96.33552551269531, 91.70372772216797, 89.80697631835938]","['ground', 'sky', 'outdoor', 'vehicle', 'land vehicle']","[0.9972734451293945, 0.9957869648933411, 0.9761131405830383, 0.8498519659042358, 0.8169283270835876]","['garbage', 'dump', 'bulldozer', 'trash', 'waste']","[0.9962257146835327, 0.9862701892852783, 0.984162449836731, 0.9839073419570923, 0.9798611402511597]","['Waste', 'Motor vehicle', 'Construction equipment', 'Soil', 'Vehicle']","[0.92385715, 0.9010037, 0.8784397, 0.8711533, 0.8468663]","['Garbage', 'landfill', 'nature', 'steel blue color']","[0.948, 0.786, 0.786, 0.643]",landfill,False
sun_ariuacqyiuoxpjrz,raceway,"['Transportation', 'Vehicle', 'Car', 'Automobile', 'Sports Car']","[99.6935806274414, 99.6935806274414, 99.6935806274414, 99.6935806274414, 99.6935806274414]","['road', 'vehicle', 'land vehicle', 'wheel', 'outdoor']","[0.9984850287437439, 0.9939178228378296, 0.9923184514045715, 0.97175133228302, 0.9517530202865601]","['race', 'track', 'hurry', 'championship', 'car']","[0.9997638463973999, 0.9990158081054688, 0.9988901615142822, 0.9984639883041382, 0.995884895324707]","['Land vehicle', 'Vehicle', 'Car', 'Sports car racing', 'Race track']","[0.9961627, 0.99030316, 0.98701257, 0.96174264, 0.9321019]","['auto racing', 'racing', 'sport', 'Auto Track Racing', 'race car']","[0.766, 0.957, 0.957, 0.538, 0.5]",raceway,False
sun_afftwvcjskbnufar,raceway,"['Automobile', 'Car', 'Transportation', 'Vehicle', 'Formula One']","[98.96975708007812, 98.96975708007812, 98.96975708007812, 98.96975708007812, 96.3145980834961]","['outdoor', 'sky', 'vehicle', 'land vehicle', 'wheel']","[0.9982737302780151, 0.9974365234375, 0.9930635094642639, 0.9857643842697144, 0.9515523910522461]","['race', 'competition', 'championship', 'auto racing', 'track']","[0.9977295398712158, 0.9912197589874268, 0.9852488040924072, 0.9843549728393555, 0.9827643632888794]","['Race track', 'Vehicle', 'Asphalt', 'Car', 'Race car']","[0.95033216, 0.94691205, 0.9164724, 0.87490827, 0.8530765]","['stock car (racing)', 'car', 'wheeled vehicle', 'vehicle', 'race car']","[0.809, 0.919, 0.919, 0.919, 0.698]",raceway,False
sun_alycjkfvbtvbsgov,raceway,"['Transportation', 'Vehicle', 'Car', 'Automobile', 'Road']","[99.950439453125, 99.950439453125, 99.950439453125, 99.950439453125, 99.90831756591797]","['sky', 'outdoor', 'land vehicle', 'vehicle', 'car']","[0.9998393654823303, 0.9948998093605042, 0.992293119430542, 0.9914094805717468, 0.9910721778869629]","['car', 'road', 'transportation system', 'track', 'light']","[0.9898480772972107, 0.9791160225868225, 0.9782811403274536, 0.9692701101303101, 0.9689483642578125]","['Land vehicle', 'Vehicle', 'Car', 'Race track', 'Sport venue']","[0.9961627, 0.99030316, 0.98701257, 0.88870776, 0.8142654]","['Highway', 'overpass', 'bridge', 'carriageway', 'road']","[0.795, 0.651, 0.656, 0.5, 0.503]",raceway,False
sun_aszxlougoqmxpwde,raceway,"['Car', 'Automobile', 'Transportation', 'Vehicle', 'Sports Car']","[99.92855072021484, 99.92855072021484, 99.92855072021484, 99.92855072021484, 99.02935028076172]","['road', 'vehicle', 'land vehicle', 'outdoor', 'wheel']","[0.9999862909317017, 0.9946415424346924, 0.9935576915740967, 0.9668211340904236, 0.9489893913269043]","['race', 'car', 'track', 'competition', 'championship']","[0.9987927675247192, 0.9951547980308533, 0.9946322441101074, 0.991666316986084, 0.991054892539978]","['Land vehicle', 'Vehicle', 'Motorsport', 'Race track', 'Sports car racing']","[0.9961627, 0.99030316, 0.9843537, 0.97490096, 0.9676006]","['pit (auto racing)', 'auto racing', 'racing', 'sport', 'car']","[0.953, 0.5, 0.509, 0.509, 0.799]",raceway,False
sun_amtjxyacxrniqpsq,raceway,"['Outdoors', 'Landscape', 'Panoramic', 'Scenery', 'Nature']","[98.8193130493164, 98.8193130493164, 98.8193130493164, 98.8193130493164, 98.8193130493164]","['sky', 'vehicle', 'ship', 'outdoor', 'car']","[0.9899823665618896, 0.9600142240524292, 0.9349027872085571, 0.9317020177841187, 0.7195740938186646]","['transportation system', 'car', 'travel', 'city', 'vehicle']","[0.992361307144165, 0.9882751703262329, 0.9862385988235474, 0.9809979200363159, 0.9776569604873657]","['Sport venue', 'Transport', 'Vehicle', 'Race track', 'City']","[0.86386263, 0.83513474, 0.7970077, 0.7595188, 0.7378934]","['highway', 'road', 'ferryboat', 'boat', 'watercraft']","[0.55, 0.55, 0.544, 0.544, 0.546]",raceway,False
sun_aejjxoukctwzovhd,chalet,"['Condo', 'Housing', 'Building', 'Villa', 'House']","[99.10124206542969, 99.10124206542969, 99.10124206542969, 88.42205047607422, 88.42205047607422]","['building', 'sky', 'outdoor', 'snow', 'architecture']","[0.9979754090309143, 0.9968420267105103, 0.9864584803581238, 0.9637126922607422, 0.9547809362411499]","['house', 'architecture', 'home', 'wood', 'no person']","[0.9927784204483032, 0.9866873621940613, 0.9810091257095337, 0.9798107147216797, 0.9757366180419922]","['Property', 'Building', 'House', 'Apartment', 'Home']","[0.95285475, 0.93280166, 0.9124243, 0.8874617, 0.87410045]","['ski lodge', 'hotel', 'building', 'chalet', 'balcony (of building)']","[0.847, 0.848, 0.905, 0.589, 0.5]",chalet,False
sun_adsdvygzaemmwfed,chalet,"['Nature', 'Outdoors', 'Housing', 'Building', 'Snow']","[98.52478790283203, 97.3352279663086, 92.51891326904297, 92.51891326904297, 91.37376403808594]","['snow', 'tree', 'outdoor', 'building', 'house']","[0.9999833106994629, 0.9994349479675293, 0.9987960457801819, 0.9981808662414551, 0.9231064915657043]","['house', 'winter', 'snow', 'family', 'building']","[0.9990812540054321, 0.9984346628189087, 0.9967491626739502, 0.9914891123771667, 0.9862268567085266]","['House', 'Property', 'Home', 'Winter', 'Building']","[0.94232106, 0.9362811, 0.90017706, 0.88793296, 0.85931784]","['ski lodge', 'hotel', 'building', 'vacation home', 'dwelling']","[0.727, 0.727, 0.781, 0.594, 0.6]",chalet,False
sun_atrpqxmadvjsxksa,chalet,"['House', 'Building', 'Housing', 'Cottage', 'Nature']","[99.44661712646484, 99.44661712646484, 99.44661712646484, 99.44661712646484, 96.69918060302734]","['tree', 'outdoor', 'grass', 'window', 'porch']","[0.9999518394470215, 0.995162844657898, 0.9716145396232605, 0.9026060104370117, 0.7480670809745789]","['house', 'wood', 'abandoned', 'tree', 'barn']","[0.9923830032348633, 0.9905694723129272, 0.9887887239456177, 0.9805863499641418, 0.9803237318992615]","['Property', 'House', 'Home', 'Cottage', 'Real estate']","[0.9500883, 0.94401395, 0.915033, 0.79968387, 0.799629]","['cabin (house)', 'building', 'fixer-upper house', 'dwelling', 'housing']","[0.729, 0.795, 0.594, 0.597, 0.601]",chalet,False
sun_aoymhctiridhamkp,chalet,"['Building', 'Housing', 'Nature', 'Outdoors', 'House']","[99.60755920410156, 99.60755920410156, 98.86245727539062, 97.72503662109375, 96.0887451171875]","['snow', 'sky', 'outdoor', 'house']","[0.999382495880127, 0.9984292984008789, 0.9949870109558105, 0.6894749402999878]","['house', 'bungalow', 'wood', 'chalet', 'architecture']","[0.9959005117416382, 0.9895771741867065, 0.9850199818611145, 0.9771194458007812, 0.972434937953949]","['Snow', 'Winter', 'Property', 'Home', 'Building']","[0.9350482, 0.8949735, 0.8912869, 0.8659178, 0.83635086]","['ski lodge', 'hotel', 'building', 'chalet', 'Hotel Building']","[0.912, 0.912, 0.968, 0.65, 0.5]",chalet,False
sun_aulkotpjafdyrzuf,chalet,"['Person', 'Human', 'Building', 'Hotel', 'Housing']","[99.452880859375, 99.452880859375, 99.05951690673828, 98.4528579711914, 97.457763671875]","['snow', 'sky', 'outdoor', 'house', 'porch']","[0.9987422227859497, 0.9895811080932617, 0.9712316989898682, 0.9240199327468872, 0.6311774253845215]","['wood', 'house', 'chalet', 'no person', 'bungalow']","[0.9969698190689087, 0.9930241703987122, 0.9901755452156067, 0.9871838092803955, 0.981860876083374]","['House', 'Property', 'Winter', 'Home', 'Real estate']","[0.9405769, 0.92824763, 0.905813, 0.90441364, 0.84316665]","['ski lodge', 'hotel', 'building', 'chalet', 'reddish orange color']","[0.937, 0.937, 0.988, 0.733, 0.866]",chalet,False
sun_bncpubdfxifnydyy,general_store,"['Person', 'Human', 'Vehicle', 'Transportation', 'Motorcycle']","[97.88602447509766, 97.88602447509766, 95.13676452636719, 95.13676452636719, 95.13676452636719]","['outdoor', 'sky', 'vehicle', 'road', 'car']","[0.999251127243042, 0.9989304542541504, 0.984973669052124, 0.9839012026786804, 0.9828735589981079]","['street', 'stock', 'city', 'bike', 'people']","[0.9922900199890137, 0.967199444770813, 0.9648107290267944, 0.9631428718566895, 0.9581546187400818]","['Transport', 'Vehicle', 'Town', 'Architecture', 'Luxury vehicle']","[0.90935826, 0.88693625, 0.8481104, 0.78712916, 0.77790976]","['Gas Station', 'tollbooth', 'booth', 'closet', 'indoors']","[0.771, 0.549, 0.549, 0.549, 0.549]",general_store,False
sun_bnmkzcvbspvoidmp,general_store,"['Building', 'Housing', 'Villa', 'House', 'Porch']","[97.47824096679688, 96.87434387207031, 88.98179626464844, 88.98179626464844, 83.71247100830078]","['outdoor', 'sky', 'road', 'building', 'house']","[0.9991984367370605, 0.9985334873199463, 0.9917328357696533, 0.9914624691009521, 0.9767413139343262]","['house', 'architecture', 'home', 'porch', 'window']","[0.9941842555999756, 0.9940218925476074, 0.9862909317016602, 0.9762080907821655, 0.9717836976051331]","['Home', 'Property', 'House', 'Building', 'Real estate']","[0.97331953, 0.9708978, 0.96668774, 0.9272194, 0.9080704]","['porch', 'front porch', 'portico(front of building)', 'rest house', 'building']","[0.812, 0.571, 0.567, 0.51, 0.529]",general_store,False
sun_baybsxnsqlrcwdnw,general_store,"['Shelter', 'Building', 'Outdoors', 'Nature', 'Countryside']","[99.68414306640625, 99.68414306640625, 99.68414306640625, 99.68414306640625, 99.68414306640625]","['ground', 'house', 'sky', 'outdoor', 'building']","[0.9977547526359558, 0.9964253306388855, 0.9959735870361328, 0.9941976070404053, 0.9937312006950378]","['house', 'architecture', 'home', 'building', 'street']","[0.9894324541091919, 0.9792996644973755, 0.9718160033226013, 0.9697847962379456, 0.9674439430236816]","['Property', 'Building', 'House', 'Home', 'Roof']","[0.9312747, 0.9071287, 0.80203557, 0.7404159, 0.73686564]","['coach house', 'building', 'Hotel Building', 'settlement house', 'gable wall (building)']","[0.576, 0.754, 0.562, 0.532, 0.502]",general_store,False
sun_buxuqlnkonztpiqh,general_store,"['Building', 'Housing', 'Porch', 'Nature', 'Postal Office']","[90.4378890991211, 82.26756286621094, 69.95230102539062, 66.59033966064453, 64.99909210205078]","['outdoor', 'tree', 'house', 'porch', 'waste container']","[0.9992705583572388, 0.999168872833252, 0.8968472480773926, 0.704525351524353, 0.6071189641952515]","['architecture', 'house', 'entrance', 'outdoors', 'horizontal plane']","[0.9861528277397156, 0.9780526161193848, 0.9759223461151123, 0.9625117778778076, 0.9519566297531128]","['Building', 'Property', 'Home', 'Real estate', 'House']","[0.92090017, 0.91151386, 0.76067066, 0.7582631, 0.7306308]","['funeral home', 'building', 'gable wall (building)', 'wall', 'general store']","[0.6, 0.778, 0.545, 0.545, 0.529]",general_store,False
sun_bixpunnmojoiyfam,general_store,"['Building', 'Housing', 'Person', 'Human', 'Wood']","[99.7477035522461, 99.7477035522461, 99.53518676757812, 99.53518676757812, 99.10066986083984]","['building', 'outdoor', 'window', 'house', 'porch']","[0.9984945058822632, 0.9951725602149963, 0.88270103931427, 0.8197458386421204, 0.8014718294143677]","['wood', 'house', 'family', 'home', 'building']","[0.9964417815208435, 0.9963855147361755, 0.9887164831161499, 0.9878880977630615, 0.9839960336685181]","['Transport', 'Building', 'House', 'Rolling stock', 'Siding']","[0.92054427, 0.77782255, 0.77768487, 0.7746582, 0.7697875]","['cabin (house)', 'building', 'hunting lodge', 'deck', 'porch']","[0.728, 0.842, 0.621, 0.5, 0.514]",general_store,False
sun_agcligggoglvsuni,courthouse,"['Architecture', 'Building', 'Tower', 'Church']","[99.78907775878906, 99.78907775878906, 88.64791870117188, 81.4826889038086]","['outdoor', 'sky', 'snow', 'building', 'clock']","[0.9993812441825867, 0.9881830215454102, 0.972199559211731, 0.9662214517593384, 0.681757390499115]","['architecture', 'outdoors', 'building', 'house', 'sky']","[0.9928803443908691, 0.9778522849082947, 0.97684645652771, 0.9645232558250427, 0.9610030651092529]","['Building', 'Town', 'Place of worship', 'Church', 'Architecture']","[0.9049757, 0.8614516, 0.82223964, 0.79589766, 0.78712916]","['Public Building', 'courthouse', 'government building', 'building', 'clock tower']","[0.877, 0.789, 0.789, 0.79, 0.5]",courthouse,False
sun_agtamabdukcesgjl,courthouse,"['Postal Office', 'Building', 'Architecture', 'Office Building', 'Museum']","[99.41824340820312, 93.37125396728516, 91.24760437011719, 77.20246887207031, 76.00275421142578]","['building', 'sky', 'outdoor', 'window', 'house']","[0.9952412247657776, 0.9860057830810547, 0.9822684526443481, 0.9748736619949341, 0.8851840496063232]","['architecture', 'horizontal plane', 'outdoors', 'courthouse', 'house']","[0.9959174394607544, 0.9914419651031494, 0.9851677417755127, 0.9693120718002319, 0.9665555357933044]","['Property', 'Building', 'Architecture', 'Facade', 'Real estate']","[0.9339248, 0.93280166, 0.89425653, 0.87313354, 0.7726682]","['courthouse', 'government building', 'building', 'Public Building', 'beige color']","[0.925, 0.926, 0.926, 0.5, 0.751]",courthouse,False
sun_agqjixwxmibnogdd,courthouse,"['Landscape', 'Outdoors', 'Scenery', 'Nature', 'Panoramic']","[99.61416625976562, 99.61416625976562, 99.61416625976562, 99.61416625976562, 99.61416625976562]","['building', 'outdoor', 'sky', 'tree', 'city']","[0.9966009259223938, 0.9855532050132751, 0.9179069995880127, 0.8213022947311401, 0.6861647963523865]","['architecture', 'travel', 'city', 'administration', 'outdoors']","[0.9959180355072021, 0.9862635135650635, 0.9834852814674377, 0.97648024559021, 0.9761818647384644]","['Landmark', 'Building', 'Architecture', 'City', 'Classical architecture']","[0.97997534, 0.9395731, 0.9320332, 0.9052199, 0.8943937]","['Statehouse', 'government building', 'building', 'capitol building', 'Public Building']","[0.749, 0.909, 0.91, 0.678, 0.5]",courthouse,False
sun_aetsmtjikdezlmyc,courthouse,"['Building', 'Mansion', 'House', 'Housing', 'Architecture']","[99.76469421386719, 99.76469421386719, 99.76469421386719, 99.76469421386719, 99.42173767089844]","['outdoor', 'tree', 'grass', 'sky', 'building']","[0.9937506914138794, 0.9904494285583496, 0.9639891982078552, 0.9363700151443481, 0.9325655698776245]","['architecture', 'administration', 'outdoors', 'no person', 'building']","[0.992345929145813, 0.9861066341400146, 0.9837195873260498, 0.9800477623939514, 0.9702112078666687]","['Landmark', 'Building', 'Estate', 'Architecture', 'House']","[0.9476251, 0.91542214, 0.87518567, 0.86487967, 0.83768547]","['Statehouse', 'government building', 'building', 'Public Building', 'courthouse']","[0.901, 0.967, 0.967, 0.619, 0.602]",courthouse,False
sun_arzleshfhqgynblw,courthouse,"['Building', 'Architecture', 'Tower', 'Automobile', 'Vehicle']","[99.63279724121094, 99.63279724121094, 99.63279724121094, 98.66925048828125, 98.66925048828125]","['building', 'outdoor', 'sky', 'clock', 'church']","[0.9973428249359131, 0.9955496191978455, 0.994351863861084, 0.921552300453186, 0.9027024507522583]","['architecture', 'building', 'city', 'travel', 'town hall']","[0.9977062940597534, 0.9898228049278259, 0.9817593097686768, 0.9793317914009094, 0.9729371666908264]","['Landmark', 'Building', 'Architecture', 'Medieval architecture', 'Property']","[0.95503366, 0.9395731, 0.9059368, 0.9034497, 0.90339285]","['Public Building', 'town hall', 'government building', 'building', 'guildhall (ornate building)']","[0.8, 0.649, 0.651, 0.915, 0.587]",courthouse,False
sun_axrhiuepgrroexpy,hospital_room,"['Pillow', 'Cushion', 'Human', 'Person', 'Baby']","[98.83700561523438, 98.83700561523438, 98.16987609863281, 98.16987609863281, 96.87030792236328]","['person', 'baby', 'indoor', 'toddler', 'human face']","[0.9963090419769287, 0.9905377626419067, 0.9886488914489746, 0.9718248844146729, 0.9672064781188965]","['bed', 'child', 'family', 'people', 'baby']","[0.9967749714851379, 0.9949483871459961, 0.9929948449134827, 0.9927389025688171, 0.9919694066047668]","['Child', 'Mother', 'Birth', 'Daughter', 'Baby']","[0.91666824, 0.700254, 0.6461563, 0.64052296, 0.5561513]","['big sister', 'person', 'recovery room', 'indoors', 'midwife']","[0.724, 0.808, 0.547, 0.547, 0.528]",hospital_room,False
sun_airmwgkdtrlevcaf,hospital_room,"['Housing', 'Building', 'Room', 'Indoors', 'Bedroom']","[89.4909896850586, 89.4909896850586, 88.46318817138672, 88.46318817138672, 88.46318817138672]","['indoor', 'bed', 'wall', 'furniture', 'curtain']","[0.9943203926086426, 0.9916291236877441, 0.9872066378593445, 0.8877832889556885, 0.8783410787582397]","['room', 'bed', 'indoors', 'furniture', 'hospital']","[0.9973639249801636, 0.9973244071006775, 0.9910097718238831, 0.9909770488739014, 0.9884852170944214]","['Room', 'Property', 'Hospital', 'Bedroom', 'Bed']","[0.960165, 0.9417643, 0.92535305, 0.91066563, 0.881233]","['recovery room', 'indoors', 'hospital room', 'hospital bed', 'bed']","[0.775, 0.958, 0.756, 0.719, 0.72]",hospital_room,False
sun_abpxfxjzpjdltudg,hospital_room,"['Bed', 'Furniture', 'Room', 'Indoors', 'Bedroom']","[98.60668182373047, 98.60668182373047, 81.78598022460938, 81.78598022460938, 81.78598022460938]","['indoor', 'floor', 'wall', 'furniture', 'bed']","[0.9982870817184448, 0.9965238571166992, 0.9943264722824097, 0.9699523448944092, 0.9546076059341431]","['room', 'furniture', 'indoors', 'family', 'inside']","[0.9966138601303101, 0.9947408437728882, 0.9946655035018921, 0.9838595390319824, 0.9833146333694458]","['Room', 'Furniture', 'Property', 'Bed', 'Building']","[0.9609858, 0.93012315, 0.91151386, 0.9012447, 0.8578894]","['hospital room', 'indoors', 'hostel', 'housing', 'bedroom']","[0.813, 0.895, 0.721, 0.722, 0.5]",hospital_room,False
sun_acwpbxqnnyjwqebr,hospital_room,"['Clinic', 'Operating Theatre', 'Hospital', 'Chair', 'Furniture']","[98.0877914428711, 98.0877914428711, 98.0877914428711, 97.51179504394531, 97.51179504394531]","['indoor', 'floor', 'wall', 'room', 'medical equipment']","[0.9928922653198242, 0.9902409911155701, 0.9722784161567688, 0.834717333316803, 0.8269572854042053]","['hospital', 'bed', 'medicine', 'people', 'room']","[0.9993299245834351, 0.9949302673339844, 0.9941306114196777, 0.9914110898971558, 0.9906882643699646]","['Hospital', 'Medical equipment', 'Hospital bed', 'Medical', 'Room']","[0.9804118, 0.9742101, 0.96541214, 0.9116231, 0.87597525]","['recovery room', 'indoors', 'hospital bed', 'bed', 'furniture']","[0.888, 0.934, 0.691, 0.691, 0.691]",hospital_room,False
sun_bnupnucszsjewvhw,hospital_room,"['Human', 'Person', 'Apparel', 'Clothing', 'Hospital']","[97.72574615478516, 97.72574615478516, 92.42330932617188, 92.42330932617188, 90.06077575683594]","['person', 'indoor', 'wall', 'baby', 'human face']","[0.9991098046302795, 0.9936933517456055, 0.971540093421936, 0.9689668416976929, 0.9172781705856323]","['patient', 'medicine', 'hospital', 'illness', 'healthcare']","[0.9989125728607178, 0.9895009994506836, 0.9828747510910034, 0.9826899766921997, 0.9813477993011475]","['Medical procedure', 'Patient', 'Hospital', 'Medical assistant', 'Nursing']","[0.9844237, 0.9701714, 0.931916, 0.85074604, 0.8497687]","['hospital', 'medical building', 'building', 'maternity hospital', 'maternity ward']","[0.783, 0.787, 0.787, 0.578, 0.541]",hospital_room,False
sun_bqlfnywnxjbhztif,shed,"['Outdoors', 'Nature', 'Building', 'Housing', 'House']","[98.55998992919922, 98.52562713623047, 97.78777313232422, 97.78777313232422, 91.91720581054688]","['tree', 'grass', 'outdoor', 'plant', 'park']","[0.9999844431877136, 0.999359130859375, 0.9990906715393066, 0.8790343999862671, 0.7165087461471558]","['wood', 'tree', 'landscape', 'house', 'nature']","[0.992233157157898, 0.9732627868652344, 0.9601740837097168, 0.9562006592750549, 0.9312412738800049]","['Shed', 'Property', 'House', 'Cottage', 'Building']","[0.9335649, 0.9128517, 0.88257086, 0.84846646, 0.83635086]","['smokehouse', 'building', 'toolshed', 'shed', 'hut']","[0.85, 0.918, 0.603, 0.646, 0.5]",shed,False
sun_bxtskcyvyohlazyg,shed,"['Nature', 'Building', 'Housing', 'Outdoors', 'Countryside']","[99.45672607421875, 99.37379455566406, 99.37379455566406, 99.05134582519531, 94.57776641845703]","['building', 'tree', 'house', 'wooden', 'shed']","[0.9766693115234375, 0.904438853263855, 0.8794746398925781, 0.8174916505813599, 0.7239729166030884]","['wood', 'house', 'wooden', 'family', 'bungalow']","[0.9990552663803101, 0.9990499019622803, 0.9986637830734253, 0.994489312171936, 0.9874316453933716]","['Shed', 'Building', 'Roof', 'Garden buildings', 'Garage']","[0.9689637, 0.8792745, 0.834503, 0.78690314, 0.78476894]","['toolshed', 'shed', 'building', 'gable roof (building)', 'protective covering']","[0.674, 0.788, 0.841, 0.644, 0.644]",shed,False
