imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category
Places365_val_00001495,raceway,"['Transportation', 'Vehicle', 'Hot Rod', 'Car', 'Automobile']","[96.44554138183594, 96.44554138183594, 96.44554138183594, 96.44554138183594, 96.44554138183594]","['outdoor', 'road', 'vehicle', 'racing', 'race car']","[0.971576452255249, 0.9583324193954468, 0.846177339553833, 0.8383669853210449, 0.828222393989563]","['race', 'hurry', 'competition', 'championship', 'transportation system']","[0.998212993144989, 0.9940871596336365, 0.9901648163795471, 0.9851440191268921, 0.9824420213699341]","['Land vehicle', 'Vehicle', 'Race car', 'Formula libre', 'Open-wheel car']","[0.9961627, 0.99030316, 0.9896266, 0.9777283, 0.9598184]","['auto racing', 'racing', 'sport', 'race car', 'car']","[0.886, 0.919, 0.919, 0.793, 0.794]",raceway
Places365_val_00010501,raceway,"['Slope', 'Person', 'Human', 'Vehicle', 'Car']","[97.9817886352539, 97.4337387084961, 97.4337387084961, 97.31500244140625, 97.31500244140625]","['tree', 'grass', 'outdoor', 'vehicle', 'car']","[0.998686671257019, 0.9947452545166016, 0.9910150766372681, 0.894798755645752, 0.8303959965705872]","['horizontal plane', 'competition', 'race', 'car', 'people']","[0.9951126575469971, 0.98875892162323, 0.9827078580856323, 0.9818881750106812, 0.9756911993026733]","['Race track', 'Racing', 'Rallycross', 'Sport venue', 'Auto racing']","[0.9705307, 0.92519855, 0.90406287, 0.8990324, 0.87266743]","['Horse Track', 'sport', 'ballpark', 'sports stadium', 'tennis']","[0.747, 0.855, 0.553, 0.564, 0.5]",raceway
Places365_val_00034098,raceway,"['Human', 'Person', 'Car', 'Automobile', 'Transportation']","[97.7769775390625, 97.7769775390625, 95.61560821533203, 95.61560821533203, 95.61560821533203]","['road', 'vehicle', 'wheel', 'land vehicle', 'tire']","[0.9711208343505859, 0.9629547595977783, 0.9615440368652344, 0.944797158241272, 0.8982523679733276]","['race', 'competition', 'track', 'championship', 'hurry']","[0.9996941089630127, 0.9973104000091553, 0.9971696138381958, 0.9959670901298523, 0.9954833984375]","['Sports', 'Racing', 'Motorsport', 'Formula libre', 'Vehicle']","[0.98898673, 0.9883855, 0.9843537, 0.97770864, 0.96319395]","['auto racing', 'racing', 'sport', 'race car', 'car']","[0.647, 0.698, 0.698, 0.638, 0.894]",raceway
Places365_val_00025225,raceway,"['Fire', 'Bonfire', 'Flame', 'Vehicle', 'Transportation']","[87.95667266845703, 87.95667266845703, 87.95667266845703, 61.933048248291016, 61.933048248291016]","['outdoor', 'sky', 'fire', 'flame', 'screenshot']","[0.9952402710914612, 0.9897827506065369, 0.9763727188110352, 0.9092667102813721, 0.882975697517395]","['flame', 'heat', 'horizontal plane', 'smoke', 'transportation system']","[0.9922674894332886, 0.9855360984802246, 0.9847317934036255, 0.9723256826400757, 0.9471902847290039]","['Drifting', 'Vehicle', 'Asphalt', 'Explosion', 'Motorsport']","[0.92637724, 0.88693625, 0.88451123, 0.8799828, 0.8330605]","['person', 'Wildfire', 'flamethrower', 'weapon', 'reddish orange color']","[0.796, 0.942, 0.5, 0.502, 0.845]",raceway
Places365_val_00004704,raceway,"['Automobile', 'Car', 'Transportation', 'Vehicle', 'Sports Car']","[99.8203353881836, 99.8203353881836, 99.8203353881836, 99.8203353881836, 99.8203353881836]","['car', 'vehicle', 'land vehicle', 'wheel', 'green']","[0.9596198201179504, 0.9539867043495178, 0.9420890808105469, 0.916289746761322, 0.9021724462509155]","['race', 'car', 'track', 'transportation system', 'hurry']","[0.997839093208313, 0.9942124485969543, 0.9894707798957825, 0.9885398149490356, 0.9853551983833313]","['Motorsport', 'Vehicle', 'Racing', 'Motor vehicle', 'Car']","[0.94424856, 0.9405226, 0.92519855, 0.9010037, 0.8526575]","['auto racing', 'racing', 'sport', 'stock car (racing)', 'car']","[0.789, 0.832, 0.832, 0.555, 0.811]",raceway
Places365_val_00008846,chalet,"['Nature', 'Outdoors', 'Building', 'Countryside', 'Rural']","[99.32798767089844, 98.96321868896484, 98.14047241210938, 94.60710906982422, 87.99856567382812]","['sky', 'grass', 'building', 'outdoor', 'house']","[0.9982373714447021, 0.9980533719062805, 0.9954392910003662, 0.9854233264923096, 0.9694168567657471]","['house', 'wood', 'home', 'architecture', 'building']","[0.9973440170288086, 0.9898773431777954, 0.9894464015960693, 0.9849165081977844, 0.9780174493789673]","['House', 'Property', 'Building', 'Roof', 'Home']","[0.96702135, 0.953506, 0.91415024, 0.8922588, 0.87410045]","['chalet', 'building', 'gable wall (building)', 'wall', 'gambrel roof']","[0.658, 0.765, 0.603, 0.603, 0.552]",chalet
Places365_val_00010399,chalet,"['Nature', 'Outdoors', 'Building', 'Countryside', 'Shelter']","[99.95408630371094, 99.87466430664062, 99.5562973022461, 99.1875228881836, 98.32933807373047]","['ground', 'sky', 'outdoor', 'person', 'clothing']","[0.993966817855835, 0.9934765100479126, 0.9880590438842773, 0.9138215780258179, 0.8913730382919312]","['outdoors', 'people', 'adult', 'man', 'portrait']","[0.9948158860206604, 0.9942569732666016, 0.9904632568359375, 0.9755747318267822, 0.9687604308128357]","['Tourism', 'Rural area', 'Tree', 'Travel', 'Mountain range']","[0.7430498, 0.7012098, 0.68692183, 0.66951245, 0.65245366]","['person', 'dude ranch', 'hotel', 'building', 'cabin (house)']","[0.597, 0.701, 0.701, 0.726, 0.504]",chalet
Places365_val_00027901,chalet,"['Nature', 'Outdoors', 'Snow', 'Housing', 'Building']","[99.6449966430664, 99.56110382080078, 94.49127197265625, 88.91006469726562, 88.91006469726562]","['sky', 'outdoor', 'snow', 'window', 'house']","[0.99074387550354, 0.9686545133590698, 0.9200169444084167, 0.8829981088638306, 0.8697497844696045]","['house', 'building', 'architecture', 'bungalow', 'winter']","[0.9975607991218567, 0.9836467504501343, 0.9732246398925781, 0.9707660675048828, 0.9676389098167419]","['Snow', 'Winter', 'House', 'Building', 'Architecture']","[0.88364077, 0.87822706, 0.80704594, 0.78778255, 0.7263346]","['ski lodge', 'hotel', 'building', 'chalet', 'Earthquake']","[0.634, 0.634, 0.816, 0.596, 0.5]",chalet
Places365_val_00011401,chalet,"['Nature', 'Outdoors', 'Countryside', 'Hill', 'Snow']","[99.97064971923828, 99.90999603271484, 96.8602066040039, 94.36712646484375, 91.87097930908203]","['snow', 'outdoor', 'mountain', 'sky', 'nature']","[0.9999992251396179, 0.9997012615203857, 0.9996256828308105, 0.9958497285842896, 0.9784191846847534]","['snow', 'winter', 'mountain', 'cold', 'resort']","[0.9998762607574463, 0.9986516237258911, 0.9974520206451416, 0.9874963760375977, 0.9789544939994812]","['Snow', 'Mountain', 'Winter', 'Mountainous landforms', 'Hill station']","[0.9826719, 0.96715534, 0.9565672, 0.9559628, 0.94624704]","['alp', 'nature', 'ski lodge', 'hotel', 'building']","[0.738, 0.87, 0.611, 0.611, 0.611]",chalet
Places365_val_00000972,chalet,"['Nature', 'Outdoors', 'Snow', 'Person', 'Human']","[99.85209655761719, 99.78740692138672, 97.87386322021484, 97.69053649902344, 97.69053649902344]","['sky', 'mountain', 'outdoor', 'snow', 'swimming']","[0.9964960217475891, 0.9893494844436646, 0.979154109954834, 0.9118481278419495, 0.8408650159835815]","['snow', 'mountain', 'recreation', 'resort', 'travel']","[0.9940904378890991, 0.9856723546981812, 0.9794669151306152, 0.9762808084487915, 0.9678611755371094]","['Resort', 'Leisure', 'Mountain range', 'Hot spring', 'Mountain']","[0.88136244, 0.81888765, 0.78822327, 0.7835852, 0.7660768]","['hot tub', 'bathtub', 'Hotel Building', 'hot spring', 'nature']","[0.801, 0.801, 0.595, 0.528, 0.529]",chalet
Places365_val_00001821,courthouse,"['Building', 'Architecture', 'Palace', 'Mansion', 'House']","[98.21549987792969, 98.21549987792969, 96.49954986572266, 96.49954986572266, 96.49954986572266]","['grass', 'building', 'outdoor', 'old', 'sky']","[0.9894384741783142, 0.9651803970336914, 0.9600111842155457, 0.8649063110351562, 0.8618930578231812]","['architecture', 'dome', 'travel', 'religion', 'mausoleum']","[0.9980478286743164, 0.9875708818435669, 0.98368239402771, 0.9673035144805908, 0.9657542705535889]","['Landmark', 'Dome', 'Building', 'Historic site', 'Holy places']","[0.9723389, 0.94606674, 0.9272194, 0.92316526, 0.9210132]","['Taj Mahal', 'palace', 'building', 'light brown color']","[0.962, 0.516, 0.8, 0.561]",courthouse
Places365_val_00006566,courthouse,"['Building', 'High Rise', 'Town', 'Urban', 'City']","[99.09391021728516, 99.09391021728516, 99.09391021728516, 99.09391021728516, 99.09391021728516]","['sky', 'outdoor', 'building', 'road', 'government building']","[0.9996085166931152, 0.9990426301956177, 0.9969123601913452, 0.9689109921455383, 0.815699577331543]","['architecture', 'outdoors', 'building', 'travel', 'administration']","[0.9971252679824829, 0.9899752140045166, 0.9821250438690186, 0.9781396389007568, 0.9743095636367798]","['Building', 'Property', 'Architecture', 'Landmark', 'Real estate']","[0.9289813, 0.9195657, 0.8785453, 0.87770396, 0.8249497]","['Statehouse', 'government building', 'building', 'Public Building', 'capitol building']","[0.762, 0.877, 0.88, 0.549, 0.5]",courthouse
Places365_val_00025859,courthouse,"['College', 'Building', 'Office Building', 'Urban', 'Housing']","[99.90902709960938, 99.20511627197266, 99.20511627197266, 90.56497192382812, 84.9478988647461]","['outdoor', 'sky', 'tree', 'house', 'building']","[0.9987866878509521, 0.9911254644393921, 0.9869938492774963, 0.9301761388778687, 0.9049609899520874]","['architecture', 'building', 'house', 'tree', 'outdoors']","[0.9905515313148499, 0.9833781719207764, 0.9821191430091858, 0.9719987511634827, 0.9659973382949829]","['Property', 'Tree', 'Building', 'Fence', 'Iron']","[0.910095, 0.86460465, 0.8529036, 0.84330666, 0.8270714]","['portico(front of building)', 'porch', 'synagogue', 'building', 'chancellery']","[0.578, 0.582, 0.55, 0.696, 0.511]",courthouse
Places365_val_00009225,courthouse,"['Building', 'Architecture', 'City', 'Town', 'Urban']","[98.92704772949219, 96.16604614257812, 94.92276000976562, 94.92276000976562, 94.92276000976562]","['sky', 'outdoor', 'road', 'building', 'tree']","[0.9994211792945862, 0.9989838600158691, 0.9605989456176758, 0.88914954662323, 0.8841911554336548]","['architecture', 'outdoors', 'church', 'religion', 'sky']","[0.9980965852737427, 0.9895884990692139, 0.9884220361709595, 0.9863383769989014, 0.985429048538208]","['Landmark', 'Building', 'Town', 'Steeple', 'Property']","[0.95932806, 0.9348944, 0.92959726, 0.9279012, 0.89920604]","['Public Building', 'religious building', 'building', 'brick red color']","[0.909, 0.5, 0.521, 0.687]",courthouse
Places365_val_00027712,courthouse,"['Building', 'Office Building', 'Urban', 'Town', 'City']","[99.76419067382812, 99.76419067382812, 99.33699798583984, 99.33699798583984, 99.33699798583984]","['sky', 'building', 'outdoor', 'skyscraper', 'city']","[0.9992691278457642, 0.9992506504058838, 0.997357964515686, 0.9252587556838989, 0.8682957887649536]","['architecture', 'city', 'no person', 'building', 'outdoors']","[0.9972193241119385, 0.9897888898849487, 0.9893436431884766, 0.9884278178215027, 0.9807540774345398]","['Building', 'Landmark', 'City', 'Architecture', 'Tower']","[0.9575937, 0.9317072, 0.8955228, 0.8884066, 0.8809628]","['city hall', 'hall', 'building', 'Public Building', 'customhouse']","[0.61, 0.61, 0.903, 0.585, 0.571]",courthouse
Places365_val_00008668,kennel,"['Den', 'Dog House', 'Kennel', 'Canine', 'Pet']","[99.62818908691406, 99.62818908691406, 89.95281219482422, 61.04541778564453, 61.04541778564453]","['floor', 'dog', 'carnivore', 'indoor', 'animal']","[0.9910143613815308, 0.9458225965499878, 0.9345988035202026, 0.9145827889442444, 0.8963406085968018]","['dog', 'canine', 'mammal', 'pet', 'animal']","[0.9982891082763672, 0.9962457418441772, 0.9940239191055298, 0.9938373565673828, 0.99009108543396]","['Dog breed', 'Canidae', 'Dog', 'Golden retriever', 'Retriever']","[0.95548457, 0.94124067, 0.93758005, 0.86250365, 0.75057936]","['dog', 'canine', 'carnivore', 'mammal', 'animal']","[0.905, 0.721, 0.721, 0.721, 0.906]",kennel
Places365_val_00014197,kennel,"['Brick', 'Construction', 'Concrete', 'Gate', 'Bridge']","[99.998046875, 75.22183990478516, 67.25118255615234, 58.47133255004883, 56.29640197753906]","['tree', 'outdoor', 'bench', 'building', 'playground']","[0.9985655546188354, 0.9781599044799805, 0.8461847305297852, 0.8433220982551575, 0.8175362944602966]","['expression', 'house', 'building', 'wood', 'architecture']","[0.9950124025344849, 0.994248628616333, 0.991635262966156, 0.9839655160903931, 0.9830877780914307]","['Wall', 'Property', 'Shed', 'Construction', 'House']","[0.93716466, 0.8800742, 0.8174042, 0.7789327, 0.77016884]","['floor joist', 'support', 'sheathing', 'protective covering', 'timber']","[0.786, 0.853, 0.722, 0.722, 0.5]",kennel
Places365_val_00025756,kennel,"['Person', 'Human', 'Canine', 'Mammal', 'Animal']","[99.84141540527344, 99.84141540527344, 84.40502166748047, 84.40502166748047, 84.40502166748047]","['outdoor', 'person', 'dog', 'ground', 'carnivore']","[0.9890933632850647, 0.9854447841644287, 0.9826982617378235, 0.9792397022247314, 0.88133704662323]","['people', 'adult', 'mammal', 'dog', 'man']","[0.9977730512619019, 0.9938346147537231, 0.9889611005783081, 0.9883562922477722, 0.9865866899490356]","['Mammal', 'Canidae', 'Goats', 'Dog breed', 'Goat']","[0.97581416, 0.77494866, 0.7466333, 0.6533086, 0.62551963]","['nanny-goat', 'goat', 'ruminant', 'mammal', 'animal']","[0.718, 0.827, 0.827, 0.827, 0.872]",kennel
Places365_val_00031711,kennel,"['Dog House', 'Den', 'Kennel', 'Building', 'Bridge']","[93.89806365966797, 93.89806365966797, 92.35443115234375, 62.574153900146484, 62.574153900146484]","['indoor', 'building', 'subway']","[0.9684247970581055, 0.9422764778137207, 0.14711040258407593]","['indoors', 'warehouse', 'industry', 'fence', 'security']","[0.9966387152671814, 0.9921655654907227, 0.9890151023864746, 0.9798589944839478, 0.9751131534576416]","['Kennel', 'Animal shelter', 'Cage', 'Metal', 'Building']","[0.88829774, 0.8701345, 0.5917739, 0.5114516, 0.5079375]","['photo with bars', 'institution', 'building', 'cellblock', 'housing']","[0.747, 0.747, 0.747, 0.743, 0.743]",kennel
Places365_val_00004489,kennel,"['Animal', 'Bird', 'Prison', 'Window']","[88.29145812988281, 85.33984375, 69.66532135009766, 55.4367790222168]","['building', 'mesh', 'wire fencing', 'chain-link fencing', 'window']","[0.9538125991821289, 0.9307433366775513, 0.8678550124168396, 0.8478124737739563, 0.8454091548919678]","['cage', 'no person', 'architecture', 'building', 'business']","[0.993649959564209, 0.9857012033462524, 0.9824110865592957, 0.9797918796539307, 0.9747864603996277]","['Cage', 'Animal shelter', 'Mesh', 'Pet supply', 'Zoo']","[0.9877052, 0.85088843, 0.8388062, 0.7333583, 0.72294223]","['bird sanctuary', 'building', 'hutch', 'enclosure', 'cage']","[0.941, 0.941, 0.611, 0.793, 0.5]",kennel
Places365_val_00022030,hospital_room,"['Human', 'Person', 'Hospital', 'Wedding', 'Apparel']","[99.24681091308594, 99.24681091308594, 96.97917175292969, 87.20774841308594, 87.20774841308594]","['person', 'wall', 'indoor', 'human face', 'clothing']","[0.9921426177024841, 0.9829107522964478, 0.9344855546951294, 0.8389055728912354, 0.8182932734489441]","['people', 'adult', 'child', 'hospital', 'woman']","[0.9964641332626343, 0.9931517839431763, 0.988940417766571, 0.9833689332008362, 0.9829190373420715]","['People', 'Childbirth', 'Birth', 'Event', 'Baby']","[0.93127215, 0.86135435, 0.77242386, 0.7634309, 0.75171953]","['recovery room', 'indoors', 'new born child', 'person', 'girl']","[0.653, 0.653, 0.526, 0.759, 0.507]",hospital_room
Places365_val_00027508,hospital_room,"['Hospital', 'Human', 'Person', 'Clinic', 'Bathtub']","[99.60235595703125, 89.66423034667969, 89.66423034667969, 73.99539947509766, 65.12335205078125]","['person', 'indoor', 'human face', 'woman', 'clothing']","[0.9974963665008545, 0.9507131576538086, 0.9283602237701416, 0.9075102806091309, 0.6740530133247375]","['people', 'adult', 'patient', 'bed', 'woman']","[0.9940822124481201, 0.993769645690918, 0.9885969758033752, 0.9822494983673096, 0.9770325422286987]","['Chin', 'Nose', 'Patient', 'Neck', 'Hospital']","[0.85040087, 0.8419632, 0.65885144, 0.6535771, 0.6353211]","['nurse', 'person', 'recovery room', 'indoors', 'emerald color']","[0.89, 0.705, 0.5, 0.5, 0.924]",hospital_room
Places365_val_00016479,hospital_room,"['Human', 'Person', 'Clinic', 'Hospital', 'Building']","[99.77778625488281, 99.77778625488281, 94.8963851928711, 93.10850524902344, 68.90255737304688]","['floor', 'indoor', 'ceiling', 'wall', 'furniture']","[0.9846782684326172, 0.9825618267059326, 0.9721167087554932, 0.9604116678237915, 0.8892515897750854]","['hospital', 'patient', 'stretcher', 'healthcare', 'medicine']","[0.9992054104804993, 0.9956523776054382, 0.9901988506317139, 0.9875870943069458, 0.9822657704353333]","['Hospital', 'Room', 'Table', 'Photography', 'Medical equipment']","[0.7968063, 0.7795167, 0.73289937, 0.62422496, 0.61837435]","['person', 'emergency room', 'indoors', 'stretcher', 'hospital ward']","[0.589, 0.727, 0.8, 0.669, 0.578]",hospital_room
Places365_val_00016648,hospital_room,"['Person', 'Human', 'Hospital']","[99.57742309570312, 99.57742309570312, 98.81348419189453]","['wall', 'indoor', 'floor', 'clothing', 'person']","[0.9967826008796692, 0.9881010055541992, 0.925914466381073, 0.8284131288528442, 0.8077641129493713]","['hospital', 'patient', 'woman', 'indoors', 'people']","[0.9949444532394409, 0.9911320209503174, 0.9893585443496704, 0.9880329966545105, 0.9835285544395447]","['Hospital', 'Room', 'Patient', 'Health care', 'Child']","[0.96051663, 0.86483836, 0.7679621, 0.7348428, 0.72773254]","['hospital ward', 'housing', 'sickroom', 'indoors', 'hospital room']","[0.886, 0.886, 0.683, 0.841, 0.58]",hospital_room
Places365_val_00013848,hospital_room,"['Human', 'Person', 'Apparel', 'Clothing', 'Pajamas']","[96.41316986083984, 96.41316986083984, 96.17139434814453, 96.17139434814453, 96.17139434814453]","['person', 'indoor', 'clothing', 'human face', 'smile']","[0.9995553493499756, 0.9766100645065308, 0.9264111518859863, 0.8900860548019409, 0.8805025815963745]","['woman', 'people', 'adult', 'indoors', 'patient']","[0.9955376386642456, 0.9924024343490601, 0.989863395690918, 0.9864457249641418, 0.9849534034729004]","['Medical procedure', 'Patient', 'Hospital', 'Nursing', 'Nurse']","[0.9844237, 0.95652556, 0.9363448, 0.8800484, 0.879645]","['midwife', 'nurse', 'person', 'recovery room', 'indoors']","[0.962, 0.964, 0.964, 0.5, 0.5]",hospital_room
Places365_val_00025629,lagoon,"['Heron', 'Bird', 'Ardeidae', 'Waterfowl', 'Animal']","[99.88379669189453, 99.88379669189453, 99.88379669189453, 99.88379669189453, 99.88379669189453]","['water', 'outdoor', 'aquatic bird', 'beach', 'animal']","[0.9998985528945923, 0.9995899200439453, 0.9843310117721558, 0.9733760356903076, 0.9542689919471741]","['bird', 'wildlife', 'heron', 'water', 'animal']","[0.9982820749282837, 0.995960533618927, 0.9944777488708496, 0.9850377440452576, 0.9847257137298584]","['Bird', 'Vertebrate', 'Beak', 'Heron', 'Great blue heron']","[0.99600005, 0.9851104, 0.9705233, 0.8965445, 0.8895022]","['openbill', 'stork', 'aquatic bird', 'bird', 'animal']","[0.824, 0.828, 0.951, 0.952, 0.952]",lagoon
Places365_val_00023281,lagoon,"['Nature', 'Outdoors', 'Sky', 'Sunrise', 'Water']","[99.80741882324219, 99.7145004272461, 97.08302307128906, 96.5499496459961, 94.3630142211914]","['water', 'outdoor', 'lake', 'landscape', 'beach']","[0.9947071075439453, 0.9885222315788269, 0.9786207675933838, 0.9740525484085083, 0.9733924865722656]","['reflection', 'water', 'sunset', 'lake', 'nature']","[0.9960712790489197, 0.9955366849899292, 0.9933145642280579, 0.9932104349136353, 0.9875394105911255]","['Sky', 'Nature', 'Natural landscape', 'Sunset', 'Horizon']","[0.9858678, 0.9699682, 0.9659501, 0.9426965, 0.9420283]","['beach', 'nature', 'Sunset', 'oxbow (river)', 'foreshore (land near water)']","[0.642, 0.885, 0.617, 0.543, 0.54]",lagoon
Places365_val_00034409,lagoon,"['Rowboat', 'Transportation', 'Vehicle', 'Canoe', 'Boat']","[99.99999237060547, 99.99999237060547, 99.99999237060547, 99.99999237060547, 99.99999237060547]","['water', 'ship', 'watercraft', 'boat', 'sea']","[0.9991273880004883, 0.9950950145721436, 0.9934797286987305, 0.9744369983673096, 0.9213575124740601]","['watercraft', 'water', 'transportation system', 'sea', 'ocean']","[0.9934061169624329, 0.992615818977356, 0.9914010167121887, 0.987470269203186, 0.987129807472229]","['Water transportation', 'Vehicle', 'Boat', 'Speedboat', 'Boating']","[0.98409116, 0.9559947, 0.9532259, 0.8993568, 0.82998097]","['sea boat', 'boat', 'watercraft', 'craft', 'vehicle']","[0.621, 0.812, 0.856, 0.866, 0.866]",lagoon
Places365_val_00018111,lagoon,"['Nature', 'Water', 'Outdoors', 'Lake', 'Lagoon']","[99.77183532714844, 99.73454284667969, 99.53083801269531, 98.89444732666016, 97.4599380493164]","['water', 'sky', 'outdoor', 'nature', 'beach']","[0.9997847676277161, 0.9988265037536621, 0.9941717386245728, 0.9842935800552368, 0.9303797483444214]","['water', 'nature', 'travel', 'seashore', 'tree']","[0.9984269738197327, 0.991071343421936, 0.9909575581550598, 0.9849877953529358, 0.9814050197601318]","['Body of water', 'Water resources', 'Water', 'Natural landscape', 'Coast']","[0.98622346, 0.9819261, 0.96742356, 0.9398156, 0.8999909]","['shore', 'nature', 'littoral (sands)', 'seashore', 'promontory']","[0.836, 0.895, 0.518, 0.648, 0.5]",lagoon
Places365_val_00025896,lagoon,"['Nature', 'Outdoors', 'Land', 'Sea', 'Water']","[99.99790954589844, 99.99790954589844, 99.99790954589844, 99.9757308959961, 99.9757308959961]","['water', 'beach', 'lake', 'aqua', 'aerial']","[0.9954233169555664, 0.9258339405059814, 0.9063000082969666, 0.7166951894760132, 0.6527012586593628]","['water', 'travel', 'sea', 'ocean', 'no person']","[0.9945089221000671, 0.9850955009460449, 0.9821045398712158, 0.9750024080276489, 0.9629169702529907]","['Artificial island', 'Island', 'Aqua', 'Azure', 'Water']","[0.92090267, 0.8896277, 0.879799, 0.84804434, 0.8073041]","['barrier reef', 'ridge', 'nature', 'atoll', 'natural elevation']","[0.905, 0.967, 0.967, 0.625, 0.801]",lagoon
Places365_val_00021011,shed,"['Nature', 'Outdoors', 'Building', 'Countryside', 'Rural']","[99.91617584228516, 99.78246307373047, 99.55835723876953, 98.00143432617188, 95.50994110107422]","['sky', 'outdoor', 'grass', 'building', 'house']","[0.9999136328697205, 0.9932131171226501, 0.9849494695663452, 0.9748150706291199, 0.9255349636077881]","['wood', 'abandoned', 'no person', 'outdoors', 'old']","[0.9899322986602783, 0.9865914583206177, 0.9796178936958313, 0.9766707420349121, 0.9751539826393127]","['Barn', 'Shed', 'Rural area', 'Building', 'Shack']","[0.88452125, 0.83196527, 0.7769301, 0.75686806, 0.74556077]","['granary', 'lean-to (rough shelter)', 'shelter', 'sheet pile', 'support']","[0.849, 0.591, 0.597, 0.5, 0.5]",shed
Places365_val_00022948,shed,"['Nature', 'Outdoors', 'Building', 'Countryside', 'Hut']","[99.53182220458984, 99.45043182373047, 99.00171661376953, 93.10572814941406, 91.01032257080078]","['tree', 'outdoor', 'building', 'grass', 'sky']","[0.9999984502792358, 0.9925505518913269, 0.9689391851425171, 0.9531958103179932, 0.9450887441635132]","['house', 'wood', 'nature', 'grass', 'family']","[0.993079662322998, 0.9921561479568481, 0.9853848218917847, 0.9788874983787537, 0.9738378524780273]","['Nature', 'House', 'Property', 'Natural landscape', 'Home']","[0.95345247, 0.93923223, 0.910095, 0.8855189, 0.87777]","['hut', 'shelter', 'homestead', 'dwelling', 'housing']","[0.747, 0.758, 0.638, 0.643, 0.644]",shed
Places365_val_00007272,shed,"['Gate', 'Building', 'Housing', 'Outdoors', 'Nature']","[96.84690856933594, 96.06818389892578, 96.06818389892578, 94.65563201904297, 93.75296783447266]","['porch', 'fence', 'house', 'tree', 'window']","[0.9263256788253784, 0.9191149473190308, 0.9187400341033936, 0.7698943018913269, 0.7507517337799072]","['house', 'building', 'window', 'architecture', 'exterior']","[0.9868518710136414, 0.9768097400665283, 0.9709492921829224, 0.9689697027206421, 0.95816969871521]","['Property', 'House', 'Home', 'Shed', 'Cottage']","[0.8800742, 0.85604537, 0.8449679, 0.8160062, 0.76416695]","['solar heater', 'sunshade', 'canopy', 'shelter', 'solar thermal system']","[0.609, 0.565, 0.566, 0.62, 0.552]",shed
Places365_val_00025593,shed,"['Nature', 'Outdoors', 'Building', 'Countryside', 'Rural']","[99.86079406738281, 99.77140808105469, 99.70354461669922, 98.55597686767578, 98.03378295898438]","['tree', 'outdoor', 'building', 'abandoned', 'plant']","[0.9993337392807007, 0.9964993000030518, 0.9109300374984741, 0.8979686498641968, 0.6867269277572632]","['wood', 'wooden', 'nature', 'old', 'house']","[0.9942907094955444, 0.9938035011291504, 0.982323169708252, 0.9768977761268616, 0.9703206419944763]","['Property', 'Tree', 'Table', 'House', 'Shed']","[0.8800742, 0.778368, 0.7572663, 0.7171943, 0.69728494]","['hut', 'shelter', 'chicken coop', 'farm building', 'building']","[0.571, 0.672, 0.5, 0.5, 0.5]",shed
Places365_val_00031458,shed,"['Nature', 'Building', 'Outdoors', 'Housing', 'Shelter']","[99.5819091796875, 99.52776336669922, 99.2464599609375, 99.14910125732422, 98.30391693115234]","['tree', 'outdoor', 'house', 'snow', 'building']","[0.9996631741523743, 0.9979043006896973, 0.9964578151702881, 0.99542236328125, 0.8738695383071899]","['house', 'home', 'farmhouse', 'wood', 'no person']","[0.9955301284790039, 0.9943429231643677, 0.9823609590530396, 0.9732162952423096, 0.9707227945327759]","['Photograph', 'Snow', 'Building', 'Home', 'Winter']","[0.95823395, 0.7861115, 0.77303046, 0.76067066, 0.7549961]","['cabin (house)', 'building', 'tract house', 'saltbox', 'residence']","[0.756, 0.905, 0.519, 0.5, 0.595]",shed
Places365_val_00001761,train_station,"['Transportation', 'Train', 'Locomotive', 'Vehicle', 'Human']","[99.89358520507812, 99.89358520507812, 99.89358520507812, 99.89358520507812, 68.79479217529297]","['outdoor', 'train', 'sky', 'track', 'transport']","[0.9998165369033813, 0.9997110962867737, 0.9991796016693115, 0.9978374242782593, 0.9839433431625366]","['train', 'railway', 'transportation system', 'engine', 'locomotive']","[0.9989217519760132, 0.9986436367034912, 0.9946220517158508, 0.9904732704162598, 0.990020751953125]","['Land vehicle', 'Transport', 'Vehicle', 'Locomotive', 'Train']","[0.9961627, 0.99088025, 0.99030316, 0.982791, 0.9820361]","['diesel-hydraulic locomotive', 'locomotive', 'wheeled vehicle', 'vehicle', 'diesel-electric locomotive']","[0.725, 0.867, 0.909, 0.909, 0.629]",train_station
Places365_val_00024430,train_station,"['Train Track', 'Rail', 'Railway', 'Transportation', 'Train']","[99.36480712890625, 99.36480712890625, 99.36480712890625, 99.36480712890625, 94.1609878540039]","['train', 'track', 'sky', 'outdoor', 'rail']","[0.9989153146743774, 0.9988250732421875, 0.9987702965736389, 0.988850474357605, 0.9572455883026123]","['train', 'railway', 'locomotive', 'transportation system', 'station']","[0.9999074935913086, 0.9998477697372437, 0.9992474913597107, 0.9991268515586853, 0.996304988861084]","['Transport', 'Track', 'Mode of transport', 'Train', 'Railway']","[0.98281115, 0.9590628, 0.92829365, 0.90693724, 0.9004387]","['Railway', 'freight liner train', 'train', 'freight train', 'railroad tie']","[0.668, 0.645, 0.84, 0.551, 0.5]",train_station
